ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
1380,3113081,Active,305415,2 HR Pas Mon-Fri 0900-1900,,On Street,Brooklyn,52 STREET,N,13 AVENUE,14 AVENUE,40.6332319387327,-73.9935898516765,986029.191311553,169979.912386641,POINT (-73.9935898516765 40.6332319387327)
13962,1443428,Active,103056,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,EAST 29 STREET,S,5 AVENUE,MADISON AVENUE,40.74512509731,-73.9865629785717,987973.30651781,210746.088728145,POINT (-73.9865629785717 40.74512509731)
3375,1433339,Active,104051,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,EAST 49 STREET,S,MADISON AVENUE,PARK AVENUE,40.75673999491,-73.9749934376794,991177.938888058,214978.47396414,POINT (-73.9749934376794 40.75673999491)
12921,4323125,Active,403176,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,136 STREET,W,HILLSIDE AVENUE,KEW GARDENS ROAD,40.7036104503834,-73.8181686891087,1034665.56976038,195673.059162974,POINT (-73.8181686891087 40.7036104503834)
3386,1033011,Active,111888,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 73 STREET,N,COLUMBUS AVENUE,AMSTERDAM AVENUE,40.7791510648252,-73.9806878476289,989598.531941891,223143.170889303,POINT (-73.9806878476289 40.7791510648252)
12838,4323113,Active,406168,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,139 STREET,W,85 DRIVE,86 AVENUE,40.7081812855228,-73.8170624311334,1034968.81882581,197338.986605391,POINT (-73.8170624311334 40.7081812855228)
8591,2343005,Active,223536,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST 170 STREET,N,WYTHE PLACE,MORRIS AVENUE,40.8382827772379,-73.9125843765991,1008438.39583689,244698.431912556,POINT (-73.9125843765991 40.8382827772379)
9801,3383085,Retired,337957,2HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 78 STREET,E,GLENWOOD ROAD,FLATLANDS AVENUE,40.6347936235388,-73.9149583139252,1007853.48887022,170560.268509388,POINT (-73.9149583139252 40.6347936235388)
5869,1443758,Active,102873,1HR Com Mon-Fri 0700-1900,,On Street,Manhattan,EAST 26 STREET,N,MADISON AVENUE,PARK AVENUE SOUTH,40.7423615399071,-73.9854992317488,988268.230140552,209739.283655137,POINT (-73.9854992317488 40.7423615399071)
11982,4303009,Active,407746,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,JAMAICA AVENUE,N,220 STREET,221 STREET,40.7194607890541,-73.73359374807,1058097.66922155,201507.787322894,POINT (-73.73359374807 40.7194607890541)
7712,3163131,Retired,322456,2HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,UTICA AVENUE,W,WINTHROP STREET,CLARKSON AVENUE,40.6571145949344,-73.9310767813199,1003373.37873597,178688.475350067,POINT (-73.9310767813199 40.6571145949344)
15307,2162830,Active,218129,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST TREMONT AVENUE,W,CODDINGTON AVENUE,LA SALLE AVENUE,40.8377854560867,-73.8347800664632,1029967.60934006,244548.284903139,POINT (-73.8347800664632 40.8377854560867)
5257,1453283,Active,101809,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,5 AVENUE,W,EAST 21 STREET,EAST 22 STREET,40.7406673598117,-73.9903376275544,986927.556312725,209121.855099976,POINT (-73.9903376275544 40.7406673598117)
10535,1443585,Inactive,102588,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,EAST 23 STREET,N,PARK AVENUE SOUTH,LEXINGTON AVENUE,40.7398785822109,-73.9854047313748,988294.567358226,208834.66768223,POINT (-73.9854047313748 40.7398785822109)
2858,1433868,Retired,105066,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,EAST 52 STREET,S,3 AVENUE,2 AVENUE,40.7564731243482,-73.9685364243847,992966.855913892,214881.820942223,POINT (-73.9685364243847 40.7564731243482)
4354,5053275,Retired,522399,2HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,LINCOLN AVENUE,W,SOUTH RAILROAD AVENUE,EDISON STREET,40.5792636771132,-74.1085839647522,954087.229933143,150336.508760139,POINT (-74.1085839647522 40.5792636771132)
11464,3453018,Active,309966,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,18 AVENUE,E,70 STREET,71 STREET,40.6159662646455,-73.9932717307375,986117.971645802,163689.575885981,POINT (-73.9932717307375 40.6159662646455)
6682,1273037,Active,110769,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,MADISON AVENUE,E,EAST 96 STREET,EAST 97 STREET,40.7875886769461,-73.9537900746624,997046.291652635,226220.065654144,POINT (-73.9537900746624 40.7875886769461)
13308,3249872,Active,337867,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,FLATBUSH AVENUE,E,8 AVENUE,PLAZA ST EAST,40.6755261780552,-73.9711360294561,992256.36356847,185390.1305819,POINT (-73.9711360294561 40.6755261780552)
5867,3131544,Retired,308212,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,MCDONALD AVENUE,E,ELMWOOD AVENUE,20 AVENUE,40.6268177064909,-73.9763040619199,990827.641688392,167643.860628307,POINT (-73.9763040619199 40.6268177064909)
6471,3131523,Active,311117,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,WEST 7 STREET,W,BAY PARKWAY,AVENUE O,40.6130357150576,-73.9817142351872,989326.905844718,162622.358204141,POINT (-73.9817142351872 40.6130357150576)
5215,1083066,Active,110851,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 81 STREET,S,AMSTERDAM AVENUE,BROADWAY,40.7849968470324,-73.9787377045404,990138.110259056,225273.11282365,POINT (-73.9787377045404 40.7849968470324)
5606,1113112,Active,100521,2HR Com Mon-Fri 0700-1400 / 2HR Pas Mon-Fri 1400-1900 / 2HR Pas Sat 0700-1900,,On Street,Manhattan,CHURCH STREET,E,BARCLAY STREET,PARK PLACE,40.7129855807481,-74.0093456598064,981659.132466391,199036.514378309,POINT (-74.0093456598064 40.7129855807481)
13879,3043166,Active,320773,2 HR Pas Mon-Fri 0900-1900,,On Street,Brooklyn,AVENUE N,S,EAST 34 STREET,EAST 35 STREET,40.6175225349646,-73.9416954776013,1000436.72548856,164261.881171808,POINT (-73.9416954776013 40.6175225349646)
4863,4293025,Active,417022,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,LIBERTY AVENUE,S,115 STREET,116 STREET,40.6857186451466,-73.8273257793115,1032139.47638738,189149.421947807,POINT (-73.8273257793115 40.6857186451466)
9613,4093022,Active,400886,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,ONDERDONK AVENUE,W,69 AVENUE,70 AVENUE,40.7007678727323,-73.901887139679,1011454.49610388,194600.332961977,POINT (-73.901887139679 40.7007678727323)
14377,1433799,Inactive,106235,3HR Com Mon-Sat 0700-2200,,On Street,Manhattan,WEST 48 STREET,S,BROADWAY,8 AVENUE,40.7602403539848,-73.9852632712881,988332.520038217,216253.123645812,POINT (-73.9852632712881 40.7602403539848)
4789,3253017,Active,302283,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,MERMAID AVENUE,S,WEST 17 STREET,WEST 19 STREET,40.5765026236234,-73.9853387621804,988322.810740054,149312.23456198,POINT (-73.9853387621804 40.5765026236234)
8390,3543098,Active,312741,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,WEST 2 STREET,W,AVENUE X,AVENUE Y,40.5900268722142,-73.9720713517086,992006.852912635,154240.35265848,POINT (-73.9720713517086 40.5900268722142)
10688,1453114,Active,105484,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,WEST 19 STREET,N,5 AVENUE,AVENUE OF THE AMERICAS,40.7403209081996,-73.9941758874699,985863.938033134,208995.537767306,POINT (-73.9941758874699 40.7403209081996)
11332,3073018,Active,309882,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,23 AVENUE,W,85 STREET,86 STREET,40.6008678427344,-73.9913973406256,986638.899409726,158188.874945149,POINT (-73.9913973406256 40.6008678427344)
13457,1023132,Active,101228,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,GRAND STREET,N,ORCHARD STREET,LUDLOW STREET,40.7171543263883,-73.9903560705377,986923.388670132,200555.324332803,POINT (-73.9903560705377 40.7171543263883)
14612,1403129,Active,111163,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,11 AVENUE,W,WEST 58 STREET,WEST 59 STREET,40.7713459928894,-73.9907902144504,986800.964046225,220299.065685138,POINT (-73.9907902144504 40.7713459928894)
2170,1353036,Active,103061,2HR Pas Mon-Fri 1000-1600 /2HR Pas Sat 0900-1900,,On Street,Manhattan,10 AVENUE,E,WEST 25 STREET,WEST 26 STREET,40.7494195880766,-74.002767493058,983483.196075469,212310.43599315,POINT (-74.002767493058 40.7494195880766)
14634,1443310,Active,104875,3HR Com Mon-Sat 0900-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,7 AVENUE,W,WEST 35 STREET,WEST 36 STREET,40.7520174304413,-73.9900009653442,987020.377321303,213257.059756055,POINT (-73.9900009653442 40.7520174304413)
8903,3343055,Active,303949,2 HR Pas Mon-Sat 0900-2200,,On Street,Brooklyn,EMMONS AVENUE,N,SHEEPSHEAD BAY ROAD,EAST 19 STREET,40.5835985064922,-73.9500852529322,998114.566747054,151901.050906643,POINT (-73.9500852529322 40.5835985064922)
15215,1443317,Active,102141,3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,AVENUE OF THE AMERICAS,W,WEST 38 STREET,WEST 39 STREET,40.7525358685652,-73.9859240723836,988149.909182966,213446.098748058,POINT (-73.9859240723836 40.7525358685652)
6456,4343158,Retired,426938,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,56 STREET,E,NORTHERN BOULEVARD,BROADWAY,40.7530037472393,-73.9050120505292,1010567.39190698,213630.517670557,POINT (-73.9050120505292 40.7530037472393)
2404,1443081,Active,102205,3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,WEST 37 STREET,S,7 AVENUE,8 AVENUE,40.7534608569752,-73.9907192250592,986821.317351967,213782.924846053,POINT (-73.9907192250592 40.7534608569752)
3639,1433859,Active,102937,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,EAST 49 STREET,S,3 AVENUE,2 AVENUE,40.7548675029717,-73.9705467817453,992410.091279387,214296.647243813,POINT (-73.9705467817453 40.7548675029717)
14025,4113138,Active,464299,2 HR Pas Mon-Sat 0800-1900,,,Queens,Mott Avenue,S,Beach 21 Street,Beach 20 Street,40.6043093842311,-73.7531440841144,1052796.56794713,159539.184580475,POINT (-73.7531440841144 40.6043093842311)
1088,3249888,Active,333163,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,DEAN STREET,S,5 AVENUE,FLATBUSH AVENUE,40.6819322965418,-73.9762329791933,990841.925124392,187723.63903822,POINT (-73.9762329791933 40.6819322965418)
12292,4221267,Active,462966,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,JUNCTION BOULEVARD,E,34 ROAD,35 AVENUE,40.753694324222,-73.8718893921812,1019743.99264821,213893.803233221,POINT (-73.8718893921812 40.753694324222)
9481,3163120,Active,332365,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,UTICA AVENUE,E,LENOX ROAD,LINDEN BOULEVARD,40.654840747777,-73.9305978220554,1003506.92669722,177860.154828221,POINT (-73.9305978220554 40.654840747777)
1515,4173115,Retired,407692,2HR Pas Mon-Sat 0730-1900,,On Street,Queens,QUEENS BOULEVARD,N,65 ROAD,66 AVENUE,40.7277825757873,-73.8563789535785,1024056.74911456,204460.008780643,POINT (-73.8563789535785 40.7277825757873)
14759,3043177,Active,309662,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,NOSTRAND AVENUE,E,AVENUE L,AVENUE M,40.6212860519287,-73.945743213662,999312.128328308,165632.307236731,POINT (-73.945743213662 40.6212860519287)
15029,1483065,Active,100050,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,PEARL STREET,E,WHITEHALL STREET,MOORE STREET,40.7031216821745,-74.0127367302618,980718.51426889,195442.917562887,POINT (-74.0127367302618 40.7031216821745)
190,4123009,Active,405216,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,94 STREET,W,35 AVENUE,37 AVENUE,40.7510425294718,-73.8732348653404,1019372.6177348,212927.127345055,POINT (-73.8732348653404 40.7510425294718)
12805,5023020,Active,510601,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,BAY STREET,W,HYATT STREET,BAY STREET,40.6414360063052,-74.076027077288,963150.633394226,172977.967086062,POINT (-74.076027077288 40.6414360063052)
4618,4353007,Active,417889,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,GRAND AVENUE,S,REMSEN PLACE,66 STREET,40.723921334013,-73.8989725566878,1012252.9154388,203036.754081219,POINT (-73.8989725566878 40.723921334013)
5522,1443268,Active,101162,3HR Com Mon-Fri 0700-1900 /2HR Pas Sat 0800-1900,,On Street,Manhattan,EAST 35 STREET,S,PARK AVENUE,LEXINGTON AVENUE,40.7475211576792,-73.9804080691744,989678.59444581,211619.371758476,POINT (-73.9804080691744 40.7475211576792)
11935,1433442,Active,102938,3HR Com Mon-Fri 0700-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,3 AVENUE,E,EAST 48 STREET,EAST 49 STREET,40.7548636998149,-73.9713163077009,992196.892558798,214295.190881893,POINT (-73.9713163077009 40.7548636998149)
10851,3569915,Active,305395,6HR Pas Mon-Fri 0800-2200,,On Street,Brooklyn,CAMPUS ROAD,N,EAST 27 STREET,AMERSFORT PLACE,40.6324580429579,-73.9502608256821,998055.691208631,169701.815829977,POINT (-73.9502608256821 40.6324580429579)
11774,2073053,Active,209068,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,STEUBEN AVENUE,E,EAST 208 STREET,EAST 210 STREET,40.8796381214798,-73.8808841557825,1017189.53220597,259776.105825394,POINT (-73.8808841557825 40.8796381214798)
11265,3333102,Active,319774,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,AVENUE N,N,FLATBUSH AVENUE,EAST 45 STREET,40.618694462879,-73.9320041317759,1003126.94222097,164690.784841567,POINT (-73.9320041317759 40.618694462879)
12962,1228477,Active,112275,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,BROADWAY,W,WEST 150 STREET,WEST 151 STREET,40.8299794775379,-73.9480741369749,998619.973872721,241665.42255865,POINT (-73.9480741369749 40.8299794775379)
21,2131190,Active,211324,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,HUGHES AVENUE,W,EAST 186 STREET,EAST 187 STREET,40.8546487264101,-73.8874035410034,1015398.40717931,250669.115181148,POINT (-73.8874035410034 40.8546487264101)
10004,2073060,Active,210037,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST 204 STREET,W,BAINBRIDGE AVENUE,PERRY AVENUE,40.8732701980696,-73.8789260744973,1017734.21385939,257456.763023138,POINT (-73.8789260744973 40.8732701980696)
6906,4203072,Active,414661,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,59 STREET,W,VAUX ROAD,ROOSEVELT AVENUE,40.7457467350987,-73.9053962880837,1010463.79040813,210986.440937728,POINT (-73.9053962880837 40.7457467350987)
11912,4221278,Active,467585,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,JUNCTION BOULEVARD,W,41 AVENUE,41 AVENUE,40.7470518172762,-73.8685181104648,1020681.66301697,211475.110564053,POINT (-73.8685181104648 40.7470518172762)
14206,1503028,Active,111939,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,MADISON AVENUE,W,EAST 124 STREET,EAST 125 STREET,40.8054742728701,-73.9409491179132,1000597.77142631,232738.545071229,POINT (-73.9409491179132 40.8054742728701)
5200,1409956,Active,102835,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,9 AVENUE,E,WEST 44 STREET,WEST 45 STREET,40.7601076403177,-73.9912655508959,986669.711684048,216204.548939809,POINT (-73.9912655508959 40.7601076403177)
11286,3029368,Active,310872,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 AVENUE,E,PRESIDENT STREET,CARROLL STREET,40.6754521427658,-73.9810227626739,989513.961572975,185362.408524483,POINT (-73.9810227626739 40.6754521427658)
1148,3073010,Active,313940,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,BAY PARKWAY,E,86 STREET,BENSON AVENUE,40.6015483102481,-73.9940866957176,985892.067241967,158436.724843144,POINT (-73.9940866957176 40.6015483102481)
6612,1433446,Active,104182,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 55 STREET,S,BROADWAY,8 AVENUE,40.7652378965682,-73.983523756474,988814.075833634,218073.978599891,POINT (-73.983523756474 40.7652378965682)
14456,3343036,Active,323968,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EMMONS AVENUE,N,DOOLEY STREET,EAST 23 STREET,40.5837863981887,-73.9445323254659,999656.93177256,151970.432329565,POINT (-73.9445323254659 40.5837863981887)
6397,3053015,Inactive,317843,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,KINGS HIGHWAY,N,EAST 16 STREET,EAST 17 STREET,40.6093016179414,-73.9571799668067,996139.326603055,161264.305474058,POINT (-73.9571799668067 40.6093016179414)
11101,3403120,Active,326094,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FULTON STREET,S,THROOP AVENUE,ALBANY AVENUE,40.6797474468009,-73.9388890989114,1001200.02743964,186932.653415471,POINT (-73.9388890989114 40.6797474468009)
7125,3063003,Active,309885,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,CONEY ISLAND AVENUE,W,AVENUE T,AVENUE U,40.6000632095554,-73.9614524165193,994954.52779156,157897.964437723,POINT (-73.9614524165193 40.6000632095554)
15478,4443029,Active,406404,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,112 STREET,E,103 AVENUE,LIBERTY AVENUE,40.6853162411427,-73.8303567672667,1031299.14703131,189001.17224431,POINT (-73.8303567672667 40.6853162411427)
4195,4383134,Retired,436152,1HR Pas Mon-Fri 0700-1600,,On Street,Queens,10 AVENUE,N,152 STREET,154 STREET,40.7934494626791,-73.8081676380213,1037366.8337148,228410.13771756,POINT (-73.8081676380213 40.7934494626791)
1248,4413111,Active,404293,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,43 AVENUE,S,91 PLACE,GLEANE STREET,40.7433201972396,-73.8743073743582,1019079.49660189,210113.208760306,POINT (-73.8743073743582 40.7433201972396)
4359,2162819,Active,213828,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,WILLIAMSBRIDGE ROAD,W,CHESBROUGH AVENUE,EASTCHESTER ROAD,40.8440689460838,-73.8459658943581,1026868.38358314,246831.951595649,POINT (-73.8459658943581 40.8440689460838)
10517,1413025,Active,106178,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,GREENWICH AVENUE,W,BANK STREET,WEST 12 STREET,40.737357118085,-74.0016521557476,983792.1455888,207915.685924396,POINT (-74.0016521557476 40.737357118085)
2050,4061164,Active,449221,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,NORTHERN BOULEVARD,N,150 STREET,150 PLACE,40.7653144653137,-73.8145323790058,1035626.19415148,218155.834735394,POINT (-73.8145323790058 40.7653144653137)
11610,2013123,Active,217978,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,CAMBRELENG AVENUE,E,EAST FORDHAM ROAD,DEAD END,40.8581781297038,-73.8822669840543,1016817.6425298,251956.879337892,POINT (-73.8822669840543 40.8581781297038)
5128,4122385,Inactive,468072,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,83 STREET,W,37 AVENUE,ROOSEVELT AVENUE,40.7480921462756,-73.8831162221289,1016636.24164589,211848.401156053,POINT (-73.8831162221289 40.7480921462756)
11513,4152072,Active,412841,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,THOMSON AVENUE,S,JACKSON AVENUE,COURT SQUARE,40.7464756777528,-73.9431165579732,1000011.69123363,211242.980450898,POINT (-73.9431165579732 40.7464756777528)
13227,3253018,Inactive,306289,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,MERMAID AVENUE,S,WEST 16 STREET,WEST 17 STREET,40.5766377254821,-73.9840918739297,988669.180454135,149361.515959471,POINT (-73.9840918739297 40.5766377254821)
13046,3063030,Active,314732,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,AVENUE Z,S,CONEY ISLAND AVENUE,EAST 11 STREET,40.5872809961004,-73.9600048603109,995358.63525106,153241.260168478,POINT (-73.9600048603109 40.5872809961004)
2553,1443316,Active,106680,3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,AVENUE OF THE AMERICAS,W,WEST 37 STREET,WEST 38 STREET,40.7521505644893,-73.9862051888513,988072.044509307,213305.707624644,POINT (-73.9862051888513 40.7521505644893)
11322,3423045,Active,307016,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,3 AVENUE,E,93 STREET,94 STREET,40.6183102204628,-74.0330733592782,975068.154834718,164545.202127472,POINT (-74.0330733592782 40.6183102204628)
6503,4443153,Active,443524,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,CROSS BAY BOULEVARD,E,156 AVENUE,157 AVENUE,40.6628917982938,-73.8405944284152,1028474.68680097,180825.987807304,POINT (-73.8405944284152 40.6628917982938)
1320,1353014,Active,105082,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,9 AVENUE,W,WEST 18 STREET,WEST 19 STREET,40.7437688198419,-74.0034524984776,983293.316862062,210251.686829805,POINT (-74.0034524984776 40.7437688198419)
12320,4443113,Active,447301,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,158 AVENUE,S,92 STREET,CROSS BAY BOULEVARD,40.6607332552579,-73.8406047577039,1028473.25209256,180039.566151813,POINT (-73.8406047577039 40.6607332552579)
7210,3013530,Active,300359,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,CLINTON STREET,E,PIERREPONT STREET,MONTAGUE STREET,40.6946049586709,-73.9922196433535,986407.5183108,192339.861433059,POINT (-73.9922196433535 40.6946049586709)
10111,3403054,Active,337352,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,,On Street,Brooklyn,NOSTRAND AVENUE,E,HERKIMER STREET,HERKIMER PLACE,40.6789637888874,-73.9495732232511,998236.789599717,186645.257664815,POINT (-73.9495732232511 40.6789637888874)
8311,1074862,Active,101510,3HR Com Mon-Sat 0800-1200 /2HR Pas Mon-Sat 1200-1900,,On Street,Manhattan,3 AVENUE,W,EAST 62 STREET,EAST 63 STREET,40.7637267573108,-73.9651449720506,993905.392422631,217524.912440807,POINT (-73.9651449720506 40.7637267573108)
1705,1058378,Active,110484,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,BROADWAY,E,WEST 176 STREET,WEST 177 STREET,40.8473775959238,-73.9379798977347,1001408.96731047,248006.021097898,POINT (-73.9379798977347 40.8473775959238)
